代码,名称,涨跌幅度,前收盘,最高,最低,收盘,振荡幅度,成交量,总金额,市场比%%,换手率%%,5日量变%%
600217,中再资环,-5.25,8.77,10.88,6.99,8.31,55.65,  22.25亿, 188.2亿,0.04,321.55,-61.57
002770,科迪乳业,-5.25,12.96,16.09,7.52,12.28,113.96,  22.15亿, 364.5亿,0.04,815.93,20.01
600966,博汇纸业,-5.25,3.81,4.84,2.99,3.61,61.87,  76.63亿, 284.5亿,0.05,573.25,-11.11
600518,康美药业,-5.27,18.42,18.31,11.81,17.45,55.04,  66.14亿,  1045亿,0.2,150.41,-75.76
600461,洪城水业,-5.29,8.31,9.4,6.07,7.87,54.86,  15.08亿, 193.3亿,0.04,253.94,-50.52
000735,罗 牛 山,-5.31,7.16,8.7,5.68,6.78,53.17,  54.32亿, 382.5亿,0.05,617.67,-69.28
600287,江苏舜天,-5.32,11.84,13.5,6.78,11.21,99.12,  27.00亿, 278.0亿,0.05,618.07,-81.3
002342,巨力索具,-5.39,7.24,8.06,5.23,6.85,54.11,  34.71亿, 219.5亿,0.03,400.93,-28.91
600819,耀皮玻璃,-5.43,7.73,8.34,5.82,7.31,43.3,  18.87亿, 134.1亿,0.03,280.58,-71.18
002395,双象股份,-5.51,25.41,33.01,15.96,24.01,106.83,  13.97亿, 349.4亿,0.04,781.42,-45.99
600657,信达地产,-5.52,6.89,8.27,4.48,6.51,84.6,  55.89亿, 362.0亿,0.07,366.7,53.32
300164,通源石油,-5.52,10.32,11.49,6.6,9.75,74.09,  19.06亿, 164.6亿,0.02,618.77,50.44
000088,盐 田 港,-5.59,8.05,9.12,5.72,7.6,59.44,  22.72亿, 164.7亿,0.02,117.01,-5.73
600711,盛屯矿业,-5.6,7.86,9.27,5.27,7.42,75.9,  89.89亿, 678.7亿,0.13,617.07,-59.28
601933,永辉超市,-5.62,4.8,5.32,3.65,4.53,45.75,  80.15亿, 509.0亿,0.1,123.14,16.45
600854,春兰股份,-5.67,8.11,8.8,5.18,7.65,69.88,  22.30亿, 165.9亿,0.03,429.23,-70.83
002714,牧原股份,-5.69,26.2,31.72,19.57,24.71,62.08,  18.74亿, 728.4亿,0.09,610.42,32.25
300141,和顺电气,-5.69,26.53,39.88,15.38,25.02,159.3,  16.79亿, 468.0亿,0.06,1546.76,-79.02
600505,西昌电力,-5.69,11.24,11.98,6.93,10.6,72.87,  11.67亿, 111.2亿,0.02,319.99,-14.09
002397,梦洁股份,-5.71,9.81,10.72,6.15,9.25,74.31,  17.98亿, 151.1亿,0.02,542.47,-46.76
600727,鲁北化工,-5.71,10.5,11.61,6.6,9.9,75.91,  17.78亿, 164.5亿,0.03,506.75,-73.12
600640,号百控股,-5.72,21.52,24.35,13.67,20.29,78.13,  15.68亿, 297.0亿,0.06,292.9,-46.16
300250,初灵信息,-5.76,37.31,47.34,20.7,35.16,128.7,   9.38亿, 389.1亿,0.05,871.52,210.32
002305,南国置业,-5.78,6.06,6.85,3.97,5.71,72.54,  28.22亿, 156.6亿,0.02,236.88,-51.54
002564,天沃科技,-5.79,10.89,12.84,6.1,10.26,110.49,  45.67亿, 401.6亿,0.05,874.89,-28.44
603766,隆鑫通用,-5.86,23.72,25.35,14.6,22.33,73.63,  28.60亿, 573.5亿,0.11,346.63,-66.52
300012,华测检测,-5.87,13.28,14.54,8.7,12.5,67.13,  20.28亿, 332.4亿,0.04,299.27,-59.53
300102,乾照光电,-5.91,8.8,11.19,5.71,8.28,95.97,  35.65亿, 300.8亿,0.04,584.75,-42.1
600057,象屿股份,-5.92,11.99,14.2,8.65,11.28,64.16,  19.89亿, 220.5亿,0.04,202.3,-69.76
300217,东方电热,-5.93,4.89,6.11,3.6,4.6,69.72,  57.46亿, 478.5亿,0.06,660.24,24.34
601857,中国石油,-5.98,8.36,8.9,6.94,7.86,28.24,  85.59亿, 653.5亿,0.12,5.29,35.47
600325,华发股份,-6,15.84,17.3,9.03,14.89,91.58,  41.46亿, 540.5亿,0.1,389.87,21.85
002571,德力股份,-6.01,16.31,18.18,9.42,15.33,92.99,  17.87亿, 250.8亿,0.03,706.71,-63.16
600009,上海机场,-6.04,28.79,31.42,24.59,27.05,27.78,  14.57亿, 407.3亿,0.08,133.23,-31.07
603128,华贸物流,-6.05,11.91,13.33,7,11.19,90.43,  37.04亿, 373.6亿,0.07,458.23,-52.64
600269,赣粤高速,-6.09,5.42,5.77,4.05,5.09,42.47,  39.53亿, 191.8亿,0.04,169.26,-18
600769,祥龙电业,-6.12,12.1,15.2,7.63,11.36,99.21,  14.23亿, 154.5亿,0.03,379.44,-34.48
601118,海南橡胶,-6.12,7.68,8.3,4.68,7.21,77.35,  109.1亿, 696.5亿,0.13,277.51,-3.34
000601,韶能股份,-6.13,10.44,13.85,6.27,9.8,120.89,  46.76亿, 462.7亿,0.06,433,-39.13
000680,山推股份,-6.13,6.52,8.29,4.7,6.12,76.38,  76.75亿, 452.5亿,0.05,726.12,64.38
601600,中国铝业,-6.18,5.02,5.38,3.49,4.71,54.15,  225.6亿, 975.0亿,0.19,205.8,145.82
002706,良信电器,-6.2,29.69,33.55,19,27.85,76.58,   3.60亿, 126.6亿,0.02,499.13,-22.66
601198,东兴证券,-6.2,24.5,34.73,18.16,22.98,91.24,  108.2亿,  2699亿,0.51,1196.43,-81.48
002366,台海核电,-6.26,58.67,67.8,39.64,55,71.04,   7.42亿, 389.0亿,0.05,321.48,5.68
603718,海利生物,-6.31,20.12,24.56,14.3,18.85,71.75,   9.01亿, 213.4亿,0.04,295.35,17.74
002236,大华股份,-6.33,15,16.41,10.93,14.05,50.14,  43.51亿, 856.6亿,0.1,254.65,-6.08
002529,海源机械,-6.34,23.97,27.83,13.55,22.45,105.39,  17.95亿, 345.8亿,0.04,897.27,-52.26
000544,中原环保,-6.34,18.76,20.36,12.38,17.57,64.46,   9.70亿, 156.0亿,0.02,360.12,-67.42
000851,高鸿股份,-6.37,13.35,16.95,9.08,12.5,86.67,  83.85亿,  1137亿,0.14,1614.29,-81.56
300273,和佳股份,-6.37,21.35,22.75,12.26,19.99,85.56,  27.25亿, 470.3亿,0.06,487.2,-27.7
002521,齐峰新材,-6.42,11.06,13.06,8.06,10.35,62.03,  38.93亿, 400.2亿,0.05,905.26,-61.67
603669,灵康药业,-6.46,33.61,43.4,25.2,31.44,72.22,   8.38亿, 270.5亿,0.05,969.07,-46.54
002538,司尔特,-6.48,12.04,13.43,7.84,11.26,71.3,  35.39亿, 383.0亿,0.05,505.82,-15.25
300433,蓝思科技,-6.49,28.03,32.21,18.7,26.21,72.25,  10.88亿, 482.7亿,0.06,529.05,-19.02
603066,音飞储存,-6.5,59.36,65.9,30.86,55.5,113.55,   4.66亿, 229.5亿,0.04,1020.42,-33.34
300363,博腾股份,-6.55,25.64,31.46,16.38,23.96,92.06,   9.26亿, 209.5亿,0.03,633.68,-40.87
002457,青龙管业,-6.57,12.33,14.43,8.34,11.52,73.02,  23.38亿, 260.7亿,0.03,886.51,-58.89
600236,桂冠电力,-6.57,7.15,7.96,4.86,6.68,63.79,  28.73亿, 195.8亿,0.04,254.61,-43.73
002672,东江环保,-6.59,20.19,21.67,13.11,18.86,65.29,  16.10亿, 293.4亿,0.04,368.67,-45.07
600781,辅仁药业,-6.61,19.36,25.77,14.5,18.08,77.72,  10.11亿, 185.7亿,0.04,569.28,5.89
603158,腾龙股份,-6.63,29.56,34.13,16.38,27.6,108.36,   5.02亿, 162.7亿,0.03,495.67,-26.81
002492,恒基达鑫,-6.64,13.56,17.01,9.61,12.66,77,   3.34亿,  44.8亿,0.01,141.94,-66.74
000554,泰山石油,-6.64,11.14,12.75,7.58,10.4,68.21,  47.47亿, 468.3亿,0.06,1308.93,56.2
000652,泰达股份,-6.65,6.32,7.98,4.25,5.9,87.76,  72.34亿, 413.8亿,0.05,493.55,3.08
600691,阳煤化工,-6.65,3.61,5.04,2.98,3.37,69.13,  65.11亿, 234.1亿,0.04,370.73,-43.6
600249,两面针,-6.65,8.42,10.29,5.5,7.86,87.09,  29.62亿, 227.5亿,0.04,658.3,-51.85
600683,京投发展,-6.68,10.33,13.19,7.27,9.64,81.43,  16.07亿, 160.9亿,0.03,216.88,-41.06
600488,天药股份,-6.7,6.87,7.6,5.11,6.41,48.73,  14.86亿,  95.7亿,0.02,154.61,-62.77
002479,富春环保,-6.71,15.35,16.68,7.84,14.32,112.76,  26.16亿, 314.7亿,0.04,358.34,-77.88
300149,量子高科,-6.73,18.72,20.75,10.55,17.46,96.68,  23.74亿, 390.3亿,0.05,563.48,-82.72
600266,北京城建,-6.73,14.85,16.16,10.01,13.85,61.44,  55.09亿, 710.9亿,0.14,363.15,-44.88
002348,高乐股份,-6.76,8.43,9.72,4.73,7.86,105.5,  39.42亿, 413.7亿,0.05,537.62,-41.42
600868,梅雁吉祥,-6.76,6.95,8.08,4.32,6.48,87.04,  299.3亿,  1801亿,0.34,1576.95,-35.68
002378,章源钨业,-6.77,11.23,12.87,7.25,10.47,77.52,  54.55亿, 577.8亿,0.07,591.07,-62.3
002595,豪迈科技,-6.79,21.95,23,16.55,20.46,38.97,   5.58亿, 113.2亿,0.01,119.2,-32.46
000679,大连友谊,-6.82,16.43,24.6,9.4,15.31,161.7,  32.98亿, 485.5亿,0.06,925.52,-12.06
002685,华东重机,-6.85,11.54,12.72,6.55,10.75,94.2,  23.39亿, 229.4亿,0.03,417.74,-72.18
603268,松发股份,-6.86,56.54,73,31.11,52.66,134.65,   6.67亿, 337.2亿,0.06,1620.09,-35.66
002187,广百股份,-6.89,15.09,17.44,11.2,14.05,55.71,   9.11亿, 124.5亿,0.02,265.99,-39.01
002106,莱宝高科,-6.92,13.44,14.13,7.24,12.51,95.17,  67.62亿, 759.9亿,0.09,961.13,-68.28
002385,大北农,-6.93,7.94,8.87,5.95,7.39,49.08,  48.68亿, 459.4亿,0.06,204.35,19.02
002252,上海莱士,-6.94,22.78,23.87,19.84,21.2,20.31,  10.10亿, 356.5亿,0.04,27.51,-59.73
000692,惠天热电,-6.98,6.73,7.25,4.56,6.26,58.99,  22.44亿, 131.7亿,0.02,421.11,-27.96
000788,北大医药,-6.98,15.75,16.42,9,14.65,82.44,  17.41亿, 216.5亿,0.03,311.66,-48.25
002677,浙江美大,-7,12.71,15.51,7.99,11.82,94.12,  13.63亿, 205.5亿,0.02,486.89,-70.39
600225,天津松江,-7,7.14,9.28,4.71,6.64,97.03,  30.02亿, 191.4亿,0.04,353.03,-48.54
300300,汉鼎宇佑,-7.01,27.12,34.71,19.24,25.22,80.41,  13.81亿, 378.8亿,0.05,534.14,-34.76
002235,安妮股份,-7.01,19.4,23.47,14.67,18.04,59.99,  17.73亿, 396.5亿,0.05,780.28,-76.14
601518,吉林高速,-7.02,4.7,4.88,3.33,4.37,46.55,  23.33亿,  95.2亿,0.02,192.3,-32.56
002745,木林森,-7.08,39.27,42.4,25.33,36.49,67.39,   3.12亿, 104.0亿,0.01,397.77,-26.5
002054,德美化工,-7.1,12.39,14.68,8.27,11.51,77.51,  32.14亿, 376.0亿,0.05,1020.95,-42.62
000890,法 尔 胜,-7.1,13.09,15.29,7.37,12.16,107.46,  32.88亿, 373.0亿,0.04,866.26,-13.15
002310,东方园林,-7.13,15.29,17.55,6.42,14.2,173.36,  60.27亿,  1057亿,0.13,425.59,102.22
002322,理工环科,-7.16,22.49,27.1,13.3,20.88,103.76,  16.31亿, 307.1亿,0.04,571.39,-50.76
002682,龙洲股份,-7.23,15.36,19.31,9.63,14.25,100.52,  14.95亿, 213.3亿,0.03,568.82,-55.25
002712,思美传媒,-7.26,34.45,50.28,23.96,31.95,109.85,   4.92亿, 271.3亿,0.03,550.15,130.24
000862,银星能源,-7.29,9.19,10.08,5.31,8.52,89.83,  14.41亿, 106.6亿,0.01,430.94,-31.83
600343,航天动力,-7.32,26.79,28.4,16.54,24.83,71.7,  41.10亿, 937.2亿,0.18,644.04,-50.01
600808,马钢股份,-7.32,3.28,3.47,2.3,3.04,50.87,  116.1亿, 329.5亿,0.06,194.49,36.46
601566,九牧王,-7.32,18.58,23.05,13,17.22,77.31,   7.31亿, 124.3亿,0.02,127.24,-35.81
600329,中新药业,-7.33,19.64,23.02,15.03,18.2,53.16,  12.44亿, 223.5亿,0.04,219.88,-31.9
600260,凯乐科技,-7.33,15.68,18.11,8.7,14.53,108.16,  45.91亿, 625.6亿,0.12,862.1,-73.69
002192,融捷股份,-7.34,27.81,48.69,22.74,25.77,114.12,  20.07亿, 752.5亿,0.09,1053.45,-53.6
002275,桂林三金,-7.35,20.81,23.8,13.76,19.28,72.97,   9.35亿, 179.7亿,0.02,175.76,-43.7
000157,中联重科,-7.36,5.03,5.72,3.86,4.66,48.19,  122.7亿, 573.5亿,0.07,195.8,-39.57
300346,南大光电,-7.37,36.37,53.5,19.42,33.69,175.49,   9.54亿, 329.0亿,0.04,752.84,-60.76
601179,中国西电,-7.38,6.5,7.42,4.82,6.02,53.94,  40.85亿, 234.3亿,0.04,79.7,82.64
600999,招商证券,-7.4,20.27,24.5,13.05,18.77,87.74,  69.04亿,  1239亿,0.24,146.46,-40.43
002124,天邦股份,-7.46,13.14,15.67,8.55,12.16,83.27,  36.46亿, 514.8亿,0.06,1187.17,145.45
600567,山鹰纸业,-7.49,3.74,3.98,2.73,3.46,45.79,  85.00亿, 271.5亿,0.05,225.65,-39.91
600332,白云山,-7.5,26.81,33.4,19.3,24.8,73.06,  20.90亿, 528.8亿,0.1,195.08,-31.68
603989,艾华集团,-7.5,39.46,42.09,22.38,36.5,88.07,   9.35亿, 297.9亿,0.06,1107.56,-79
000969,安泰科技,-7.51,14.12,16.52,8.43,13.06,95.97,  43.79亿, 574.3亿,0.07,508.32,-56.5
002522,浙江众成,-7.54,21.36,26,10.56,19.75,146.21,  43.88亿, 757.9亿,0.09,711.56,-86.72
300214,日科化学,-7.55,9.27,11.29,6.76,8.57,67.01,  22.14亿, 184.6亿,0.02,751.69,-64
002151,北斗星通,-7.56,34.51,38.88,22.57,31.9,72.26,  15.07亿, 544.3亿,0.07,651.35,-74.16
000859,国风塑业,-7.59,6.19,6.95,4.11,5.72,69.1,  34.20亿, 189.6亿,0.02,462.62,-0.48
002185,华天科技,-7.59,13.96,14.69,8.82,12.9,66.55,  43.50亿, 592.7亿,0.07,408.4,-16.62
002614,蒙发利,-7.6,16.85,19.88,9.9,15.57,100.81,  30.14亿, 435.4亿,0.05,1060.91,-47.34
002340,格林美,-7.6,7.76,9.83,4.3,7.17,128.6,  154.5亿,  1458亿,0.18,662.22,-39.21
000697,炼石有色,-7.66,25.46,30.94,17.04,23.51,81.57,  29.18亿, 679.9亿,0.08,642.59,-69.59
300410,正业科技,-7.67,49.16,73.03,30.96,45.39,135.89,   7.18亿, 364.2亿,0.04,1472.5,-12.34
000829,天音控股,-7.69,12.22,17,10.16,11.28,67.32,  40.93亿, 539.9亿,0.07,432.29,-87.41
002356,赫美集团,-7.7,26.12,29.77,20.48,24.11,45.36,   6.22亿, 154.7亿,0.02,259.33,-74.21
600830,香溢融通,-7.72,12.3,14.65,7.98,11.35,83.58,  45.79亿, 503.8亿,0.1,1007.83,-47.84
002762,金发拉比,-7.76,42.12,44.71,27.89,38.85,60.31,   5.09亿, 190.2亿,0.02,1005.94,550.52
000790,泰合健康,-7.78,15.04,17.15,7.88,13.87,117.64,  29.32亿, 372.7亿,0.04,681.66,-75.42
600203,福日电子,-7.79,13.09,14.65,8.67,12.07,68.97,  18.57亿, 223.7亿,0.04,612.5,-59.64
002482,广田集团,-7.82,10.48,12.69,6.48,9.66,95.83,  19.02亿, 287.4亿,0.03,145.25,12.32
002589,瑞康医药,-7.84,35.82,37.14,23.34,33.01,59.13,   9.56亿, 297.5亿,0.04,318.41,-59.72
600073,上海梅林,-7.85,12.48,14.73,8.35,11.5,76.41,  50.05亿, 593.7亿,0.11,533.73,-33.61
002218,拓日新能,-7.92,10.23,12.1,7,9.42,72.86,  28.11亿, 270.7亿,0.03,462.39,-34.62
603703,盛洋科技,-7.94,39.17,42.64,16.11,36.06,164.68,   6.26亿, 276.1亿,0.05,652.41,-10.23
600143,金发科技,-7.96,8.17,9.07,5.4,7.52,67.96,  46.24亿, 318.9亿,0.06,180.61,-63.09
002097,山河智能,-7.96,10.43,11.39,6.18,9.6,84.3,  55.58亿, 518.2亿,0.06,883.02,-69.39
002190,成飞集成,-7.96,39.05,48.39,26.51,35.94,82.53,  17.91亿, 679.6亿,0.08,518.71,-55.48
603369,今世缘,-7.99,14.26,17.17,9.53,13.12,80.17,  13.46亿, 230.3亿,0.04,197.75,105.27
600109,国金证券,-8,15.12,17.62,10.28,13.91,71.4,  126.3亿,  1727亿,0.33,417.56,-58.02
002321,华英农业,-8.08,11.39,13.65,8.7,10.47,56.9,  30.52亿, 334.8亿,0.04,720.68,-82.44
600425,青松建化,-8.09,5.56,6.78,3.78,5.11,79.37,  80.40亿, 417.8亿,0.08,583.11,30.13
600456,宝钛股份,-8.11,19.74,23.54,13.51,18.14,74.24,  21.92亿, 403.3亿,0.08,509.49,-63.93
002760,凤形股份,-8.11,46.23,58.16,34.24,42.48,69.86,   6.64亿, 311.8亿,0.04,1462.37,-34.4
600368,五洲交通,-8.13,6.4,6.94,4.45,5.88,55.96,  30.29亿, 169.7亿,0.03,363.28,-37.16
002686,亿利达,-8.13,16.98,19.24,9.17,15.6,109.81,  14.64亿, 220.0亿,0.03,516.9,-69.68
002661,克明面业,-8.13,18.7,20.83,13.33,17.18,56.26,   7.35亿, 196.8亿,0.02,296.45,96.67
002626,金达威,-8.14,16.33,22.53,11.66,15,93.22,  26.72亿, 452.0亿,0.05,463.93,-80.95
000014,沙河股份,-8.26,23.25,25.9,13.96,21.33,85.53,  14.10亿, 282.0亿,0.03,698.88,-65.57
000909,数源科技,-8.28,17.88,24.94,9.98,16.4,149.9,  31.93亿, 599.7亿,0.07,1086.13,-70.78
600716,凤凰股份,-8.29,8.69,12.28,6.5,7.97,88.92,  29.02亿, 244.5亿,0.05,391.91,-59.76
300077,国民技术,-8.29,20.39,24.24,13.95,18.7,73.76,  66.77亿,  1586亿,0.19,1241.26,-6.62
600129,太极集团,-8.3,21.56,24.11,12.8,19.77,88.36,  22.43亿, 418.1亿,0.08,525.47,34.72
600052,浙江广厦,-8.31,7.82,10,5.4,7.17,85.19,  32.02亿, 237.7亿,0.05,367.31,-72.93
002742,三圣股份,-8.32,25.59,31.17,18.51,23.46,68.4,   6.50亿, 177.7亿,0.02,915.38,-50.9
600557,康缘药业,-8.37,19.48,22.25,13.6,17.85,63.6,  13.62亿, 258.8亿,0.05,307.88,-41.64
300086,康芝药业,-8.4,14.17,18.43,8.9,12.98,107.08,  28.57亿, 357.5亿,0.04,652.35,-53.3
300044,赛为智能,-8.42,17.23,20.9,10.61,15.78,96.98,  17.17亿, 356.8亿,0.04,724.85,-32.74
002438,江苏神通,-8.42,23.52,28.83,14.75,21.54,95.46,  13.39亿, 285.8亿,0.03,991.4,-79.65
300488,恒锋工具,-8.45,101.78,107.2,56.8,93.18,88.73,   1.61亿, 137.6亿,0.02,1028.06,-68.84
600847,万里股份,-8.46,33.09,46.77,24.53,30.29,90.66,   6.33亿, 196.0亿,0.04,413.16,-15.75
300349,金卡股份,-8.46,37.69,44,25.25,34.5,74.26,   6.37亿, 221.1亿,0.03,426.43,-26.39
600111,北方稀土,-8.46,13.94,15.73,10.79,12.76,45.78,  133.9亿,  1809亿,0.34,368.58,-47.64
000430,张家界,-8.48,13.56,15.7,9.74,12.41,61.19,  14.00亿, 170.2亿,0.02,669.96,-66.17
600011,华能国际,-8.49,8.48,8.82,6.11,7.76,44.35,  28.11亿, 213.2亿,0.04,26.77,70.32
000902,新洋丰,-8.54,12.65,16.34,10.66,11.57,53.28,  19.16亿, 321.7亿,0.04,317.19,174.94
002231,奥维通信,-8.59,16.19,19.8,12.32,14.8,60.71,  16.67亿, 258.2亿,0.03,665.86,-32.98
002216,三全食品,-8.63,10.66,12.47,7.44,9.74,67.61,  16.25亿, 149.9亿,0.02,284.72,-52.97
002461,珠江啤酒,-8.64,13.78,17.13,10.95,12.59,56.44,  16.00亿, 207.4亿,0.03,235.27,-67.34
000869,张 裕Ａ,-8.69,42.58,48.17,30.53,38.88,57.78,   5.48亿, 215.8亿,0.03,120.92,-61.9
600633,浙报传媒,-8.73,17.86,21.42,11.19,16.3,91.42,  40.50亿, 641.3亿,0.12,340.8,-27.67
002599,盛通股份,-8.79,41.62,46.97,26.47,37.96,77.45,   4.23亿, 147.8亿,0.02,464.37,-34.86
600115,东方航空,-8.8,7.39,8.29,5.4,6.74,53.52,  161.2亿,  1089亿,0.21,190.13,90.46
603088,宁波精达,-8.8,57.25,63,29.05,52.21,116.87,   3.14亿, 134.9亿,0.03,1254.05,11.88
600663,陆家嘴,-8.81,26.12,28.33,21,23.82,34.9,  12.96亿, 412.8亿,0.08,53.03,-68.33
601700,风范股份,-8.83,9.29,10.83,6.62,8.47,63.6,  25.98亿, 218.8亿,0.04,231.41,-52.33
601988,中国银行,-8.83,3.85,4.33,2.91,3.51,48.8,  367.7亿,  1295亿,0.25,17.45,-47.62
000877,天山股份,-8.85,7.8,8.58,5.66,7.11,51.59,  36.77亿, 251.1亿,0.03,417.81,-51.84
600560,金自天正,-8.88,17.69,20.23,11.86,16.12,70.57,  16.09亿, 261.7亿,0.05,719.26,-67.97
000876,新 希 望,-8.89,9.22,9.1,7.05,8.4,29.08,  45.25亿, 551.7亿,0.07,130.92,124.43
000411,英特集团,-8.91,24.7,29.48,15.02,22.5,96.27,  10.20亿, 213.6亿,0.03,491.89,-85.18
300373,扬杰科技,-8.94,23.16,26.18,12.36,21.09,111.81,  16.23亿, 324.5亿,0.04,1258.43,-86.54
600397,安源煤业,-8.96,5.69,6.33,4.1,5.18,54.39,  48.75亿, 254.6亿,0.05,492.49,-64.35
300110,华仁药业,-8.98,16.71,20.96,9.53,15.21,119.94,  27.14亿, 425.4亿,0.05,415.22,-83.71
002179,中航光电,-9,40.65,45.47,26.2,36.99,73.55,  18.70亿, 706.2亿,0.09,310.76,-83.36
300435,中泰股份,-9.01,22.2,29.23,17.31,20.2,68.86,   6.87亿, 260.5亿,0.03,838.99,-12.93
002076,雪 莱 特,-9.03,16.05,20.57,10.32,14.6,99.32,  20.44亿, 307.9亿,0.04,964.71,-70.05
002253,川大智胜,-9.04,32.2,44.07,20.23,29.29,117.84,  19.34亿, 834.3亿,0.1,1016.49,-59.76
600731,湖南海利,-9.05,11.05,12.2,6.69,10.05,82.36,  19.99亿, 195.4亿,0.04,782.07,-42.99
600386,北巴传媒,-9.09,16.51,22.01,10.41,15.01,111.43,  17.81亿, 301.2亿,0.06,441.64,22.89
000786,北新建材,-9.13,12.05,13.15,7.73,10.95,70.12,  60.76亿, 618.7亿,0.07,441.05,-52.27
600889,南京化纤,-9.16,13.65,17.31,9.85,12.4,75.74,  21.48亿, 273.0亿,0.05,699.67,-35.27
600962,国投中鲁,-9.16,17.57,19.59,11.85,15.96,65.32,  13.02亿, 203.8亿,0.04,512.47,-5.09
000166,申万宏源,-9.16,7.53,8.67,5.26,6.84,64.83,  119.3亿, 949.9亿,0.11,165.66,-6.7
600470,六国化工,-9.16,8.73,11.77,6.29,7.93,87.12,  51.05亿, 426.5亿,0.08,978.71,-27.97
601208,东材科技,-9.19,8.49,9.52,6.05,7.71,57.36,  26.38亿, 212.1亿,0.04,421.43,-53.47
600156,华升股份,-9.21,11.94,14.19,6.53,10.84,117.3,  16.18亿, 167.0亿,0.03,402.48,-29.92
002659,中泰桥梁,-9.25,23.99,26.48,14.4,21.77,83.89,  10.47亿, 202.8亿,0.02,336.8,-19.43
603288,海天味业,-9.28,34.69,36.53,24.4,31.47,49.71,   4.80亿, 148.5亿,0.03,176.73,-43.82
002147,新光圆成,-9.33,17.9,21.47,13.38,16.23,60.46,  15.46亿, 264.4亿,0.03,689.47,-51.31
600963,岳阳林纸,-9.34,8.78,9.38,5.08,7.96,84.65,  54.57亿, 386.3亿,0.07,523.17,-71.35
600628,新世界,-9.35,16.05,19.34,11.21,14.55,72.52,  24.23亿, 342.7亿,0.07,455.65,-44.56
603518,维格娜丝,-9.36,34.09,35.67,23.09,30.9,54.48,   2.84亿,  82.8亿,0.02,509.72,-62.51
601038,一拖股份,-9.37,12.7,15.04,8.86,11.51,69.75,  29.79亿, 337.8亿,0.06,501.67,-37.32
002440,闰土股份,-9.37,18.03,20.34,12.31,16.34,65.23,  24.91亿, 415.7亿,0.05,404.24,-60.01
300457,赢合科技,-9.4,76.5,83.7,41.59,69.31,101.25,   5.13亿, 342.1亿,0.04,966.62,-46.45
000570,苏常柴Ａ,-9.4,10.21,11.82,6.67,9.25,77.21,  33.10亿, 311.1亿,0.04,804.68,-56.45
002302,西部建设,-9.44,8.58,9.37,5.71,7.77,64.1,  13.10亿, 137.5亿,0.02,140.3,43.04
300279,和晶科技,-9.44,51.9,54.5,24.38,47,123.54,   5.20亿, 218.6亿,0.03,628.17,-39.54
002632,道明光学,-9.45,12.28,14.92,7.78,11.12,91.77,  16.79亿, 326.1亿,0.04,303.32,-60.75
300310,宜通世纪,-9.47,30.21,40.92,19.28,27.35,112.24,  11.13亿, 408.9亿,0.05,513.26,-4.77
002270,华明装备,-9.53,17.84,20.92,11.77,16.14,77.74,  18.52亿, 308.2亿,0.04,1327.84,-60.91
603368,柳州医药,-9.54,95.5,97,57.36,86.39,69.11,   4.04亿, 332.3亿,0.06,703.5,212.98
000552,靖远煤电,-9.55,4.4,5.2,3.25,3.98,60,  65.32亿, 355.7亿,0.04,419.38,132.21
002740,爱迪尔,-9.56,17.16,24.87,11,15.52,126.09,  15.24亿, 359.3亿,0.04,1178.09,0.58
600135,乐凯胶片,-9.6,16.14,22.89,11.45,14.59,99.91,  27.35亿, 447.8亿,0.09,742.56,-66.84
300329,海伦钢琴,-9.63,20.25,31.98,17.21,18.3,85.82,  33.40亿, 807.7亿,0.1,1387.2,-44.34
000792,盐湖股份,-9.66,22.16,28.52,15.75,20.02,81.08,  45.21亿, 919.2亿,0.11,288.63,-50.75
300003,乐普医疗,-9.66,20.7,20.52,14.42,18.7,42.3,  11.09亿, 289.4亿,0.03,80.84,29.27
000046,泛海控股,-9.67,11.38,13.35,9.02,10.28,48,  20.52亿, 220.7亿,0.03,45.1,-23.56
600794,保税科技,-9.67,6.93,7.97,4.48,6.26,77.9,  38.56亿, 226.4亿,0.04,349.66,-50.19
002772,众兴菌业,-9.67,23.57,31.39,13.99,21.29,124.37,  13.99亿, 432.0亿,0.05,887.03,-64.25
000069,华侨城Ａ,-9.68,8.57,9.86,5.81,7.74,69.71,  82.92亿, 619.6亿,0.07,135.45,-12.27
601158,重庆水务,-9.71,8.86,9.3,6.07,8,53.21,  24.14亿, 181.6亿,0.03,50.29,-24.22
002560,通达股份,-9.74,12.84,18.15,9.12,11.59,99.01,  28.32亿, 566.8亿,0.07,1051.48,34.06
000966,长源电力,-9.79,7.15,7.73,4.87,6.45,58.73,  25.87亿, 256.5亿,0.03,233.46,2.28
300374,恒通科技,-9.79,26.25,29.66,16.49,23.68,79.87,   3.00亿,  67.0亿,0.01,272.45,-63.21
300057,万顺股份,-9.81,16.72,19,10.62,15.08,78.91,   9.46亿, 145.0亿,0.02,353.73,-19.47
600548,深高速,-9.81,9.58,10.16,6.67,8.64,52.32,  12.91亿, 111.1亿,0.02,90.07,-69.69
600281,太化股份,-9.84,7.93,8.29,4.5,7.15,84.22,  19.83亿, 131.3亿,0.03,385.47,-59.97
000056,皇庭国际,-9.85,14.01,17.34,11.22,12.63,54.55,   6.65亿, 142.3亿,0.02,232.33,-37.21
603566,普莱柯,-9.87,28.68,31.64,17.85,25.85,77.25,   6.03亿, 201.9亿,0.04,372.17,-70.65
